item_id,relative,line_start,line_end,historical_status,verdict,reason,current_independent_evidence,original_text
FFH-0294,SKILL.md,169,173,historical_requirement_or_finding,insufficient_evidence,此为上游期间/修订与artifact最小重算整体承诺；filing仅传递且存在旧audit反例，不能从thin-client测试证明。,company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面); root wiki专项审查,"- **exact vs latest**: an `exact` resolve matches identity+kind+period
  deterministically; `latest_as_of` picks the most recent published
  handle not after `as_of_date` (ties broken by provider_document_id,
  never file mtime).  These are distinct resolution modes — a latest
  match is never presented as an exact one."
FFH-0295,SKILL.md,174,178,historical_requirement_or_finding,insufficient_evidence,此为上游期间/修订与artifact最小重算整体承诺；filing仅传递且存在旧audit反例，不能从thin-client测试证明。,company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面); root wiki专项审查,"- **Artifact invalidation**: derived artifacts (normalized/summary) are
  reusable only when their source hash and producer binding still match
  the original document; a changed producer or document hash invalidates
  only the dependent roles and schedules a minimal recompute — the
  original bytes are never rewritten by a reuse path."
FFH-0296,SKILL.md,179,185,historical_requirement_or_finding,supported_scoped,对indexed与reusable以及real canary未证边界说明准确，真实raw-ready却consumer not_reviewed也说明应再区分层级。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope,"- **Real-root canary limits**: read-only probes and canaries never write
  to real roots (Dropbox/dayu/companies).  Production reuse of
  Dropbox-only filings and binding-valid processed artifacts is NOT yet
  proven: legacy evidence lacks strong identity/period/binding (see the
  data-lake refactor audit receipts WU-1303/902/1304).  Fixture-level
  E2E stays green; production claims stay unclaimed until the
  observation period and remediation windows complete."
FFH-0297,e2e/E2E_DESIGN.md,3,3,checked_complete_or_pass_claim,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,> 2026-09-08：本harness继续仅作synthetic T1回归，不作用户要求的真实数据E2E。真实原文/真实CLI/真实provider设计现见[R4测试矩阵](../../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/simplified-test-matrix.md)及同目录R4实施计划：L本地位置等价与四既有根覆盖，P真实生产/provider，VR隔离与AR外部运行分层。旧WP02/03/04/13目标保留，旧G依赖不再执行。样本缺失不得synthetic fallback后仍记通过；golden不得改变原目标或抹失败。本次不执行测试/下载，不修改harness。
FFH-0298,e2e/E2E_DESIGN.md,5,5,historical_requirement_or_finding,historical_only,历史复跑/变异日期与旧执行结果没有在本轮重复，不作为当前完整链路通过。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,原始设计：2026-08-07 ｜ 状态核对：2026-09-04 ｜ harness 已实现；本次仅静态核对，未重新执行 E2E。
FFH-0299,e2e/E2E_DESIGN.md,7,7,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,当前仅覆盖 synthetic companies-root 复用路径，不覆盖 dayu/Dropbox roots、latest_as_of gap plans、artifact bundles 或 consumer parser/LLM zero-call reuse，不能据此宣称三仓全链路验收完成。当前规划路由见 [PLANNING_STATUS](../PLANNING_STATUS.md)。
FFH-0300,e2e/E2E_DESIGN.md,11,14,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,"### Q1. 以后每次都能用吗？（可重复性）
**拷问**：原 isolated-wiki E2E 的 `seed_market` 从**生产 wiki 的 companies/** 复制 seed 文件——
生产文件一旦变动（如 catalog-space-remediation 退役文档）E2E 全挂。可重复吗？
**当前结论**：文档 seed 已改为 synthetic，不再从生产 companies/ 复制；每次建立新的隔离状态目录。仍读取本地 company-wiki 代码、worker 配置；security-master 存在时优先复制本地快照，缺失时生成 synthetic fallback。不能把全部输入描述为完全独立于本地环境。"
FFH-0301,e2e/E2E_DESIGN.md,16,17,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,"### Q2. 每次都能检验每一个步骤吗？（步骤覆盖）
**当前范围**：断言覆盖 companies-root reuse-only 路径："
FFH-0302,e2e/E2E_DESIGN.md,18,18,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,1. identify（CN/US/HK 三市场解析）
FFH-0303,e2e/E2E_DESIGN.md,19,19,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,2. resolve reuse（capture_ready + missing_capture_fields=[]）
FFH-0304,e2e/E2E_DESIGN.md,20,20,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,3. resolve missing（不存在财年 → not_found，exit 2）
FFH-0305,e2e/E2E_DESIGN.md,21,21,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,4. handle 深度字段（request_id/snapshot_sha256/https_url 结构）
FFH-0306,e2e/E2E_DESIGN.md,22,22,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,5. 双跑比较 request_id 与 snapshot_sha256
FFH-0307,e2e/E2E_DESIGN.md,23,23,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,6. 首轮结果与 golden 比较 status、request_id、snapshot_sha256、https_url、canonical_tail、missing 六项投影字段
FFH-0308,e2e/E2E_DESIGN.md,25,28,historical_requirement_or_finding,historical_only,历史复跑/变异日期与旧执行结果没有在本轮重复，不作为当前完整链路通过。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"### Q3. 目录内容变动时测试还有效吗？（抗变动性）
**结论**：✅ golden 键 = `FIXTURE_VERSION + seed 内容指纹`——seed 内容变化 → 新键 → 显式失败；
代码演化 → handle 字段漂移 → golden 不匹配 → 显式失败（回归信号）；fixture 缺失 → 显式报错。
**历史记录（2026-08-07）**：改 US seed 字节使 golden 键变化并显式失败；本次未复跑该变异实验。"
FFH-0309,e2e/E2E_DESIGN.md,30,32,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,"### Q4. 需要 expected 结果目录吗？
**结论**：需要。`expected/expected-<key>.json`：三市场的 status/request_id/snapshot/https_url/
canonical_tail/missing + repo HEAD。`--update-golden` 是有意行为。"
FFH-0310,e2e/E2E_DESIGN.md,37,37,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| seed | 自建 synthetic（harness 内联，字节确定）——不依赖生产 companies/ |
FFH-0311,e2e/E2E_DESIGN.md,38,38,checked_complete_or_pass_claim,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| company-wiki 运行时 | 本地 `Projects/company-wiki`；CI 通过 revenue-forecast compatibility manifest 和 `ci_checkout_siblings.py` 准备 sibling runtime |
FFH-0312,e2e/E2E_DESIGN.md,39,39,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| 输出 | 每次全新临时 wiki + `.runs/<key>/run-N` |
FFH-0313,e2e/E2E_DESIGN.md,40,40,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| 确定性 | 双跑比较 request_id 与 snapshot_sha256；golden 比较六项结果投影 |
FFH-0314,e2e/E2E_DESIGN.md,41,41,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| 仓库版本 | golden + 运行输出记录 HEAD |
FFH-0315,e2e/E2E_DESIGN.md,42,42,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,| 网络与环境 | reuse-only harness 无下载动作；隔离 fixture 仍读取本地 worker 配置及可用 security-master，缺失 master 时使用 synthetic fallback |
FFH-0316,e2e/E2E_DESIGN.md,44,45,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,"### Q6. 如何区分""回归""与""环境问题""？
harness 显式返回：断言/golden 不匹配为 exit 1，缺少 golden 为 exit 2；其他环境异常可能抛出异常退出，不能保证全部输入/环境错误都稳定归类为 exit 2。golden 不匹配时打印字段级 diff。"
FFH-0317,e2e/E2E_DESIGN.md,48,48,checked_complete_or_pass_claim,historical_only,历史复跑/变异日期与旧执行结果没有在本轮重复，不作为当前完整链路通过。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,- 历史记录（2026-08-07）：改 US seed 字节 → golden 键变化 → 显式失败（EXIT=2）；恢复后通过。本次未重验。
FFH-0318,e2e/E2E_DESIGN.md,51,51,checked_complete_or_pass_claim,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,- `tests/test_e2e_isolated_wiki.py` 继续覆盖隔离实例行为细节；`IsolatedWiki.seed_market` 已改用 `SYNTHETIC_SEEDS` 写文档和 sidecar，旧“迁移 synthetic seed”候选已由代码演化实现。这里不据此声明当前测试已经运行通过。
FFH-0319,e2e/E2E_DESIGN.md,52,53,historical_requirement_or_finding,contradicted,test_real_tool_conformance.py无env opt-in，仅import时_wiki_available/config_doctor门；默认unittest discover在本机可能触发live。CI通过--ignore显式排除。,"tests/test_real_tool_conformance.py:26–55,168,184; .github/workflows/quality.yml","- `tests/test_real_tool_conformance.py` 为 **live opt-in**（依赖生产 catalog 状态；
  finder 已过滤 active 状态，状态变化时正确 skip）——不属""可重复 E2E""范畴，单独运行。"
FFH-0320,e2e/E2E_DESIGN.md,59,59,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,- `python e2e/run_companies_reuse_only_e2e.py`（exit 0/1/2）
FFH-0321,e2e/E2E_DESIGN.md,60,60,historical_requirement_or_finding,superseded,本机当前core.hooksPath已.githooks，wrapper为轻量pre-commit；旧未设置叙述不能指导现状。,.githooks/pre-commit; .pre-commit-config.yaml; direct git config tool result,- 当前本地 `.git/hooks/pre-commit` 调用 `.pre-commit-config.yaml`，执行 ruff 与两个公开契约模块的 mypy；完整回归需另行执行。`.githooks/pre-commit` 保留旧 pytest/E2E/install-sync 脚本，但本次查询 `core.hooksPath` 未设置，不能称其每次提交自动执行。
FFH-0322,e2e/E2E_DESIGN.md,61,61,historical_requirement_or_finding,supported_scoped,静态读取harness与fixture支持所述局部设计；golden只检查六项投影，未包含生产runtime/policy/review readiness。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; .github/workflows/quality.yml,- `.github/workflows/quality.yml` 在 push/PR 配置 manifest-driven sibling runtime、静态检查、类型检查、测试/coverage、config doctor、reuse-only E2E、install-sync 和 plan verifier；本次仅核对配置，未查询远端运行结果。
FFH-0323,references/contract-ownership.md,3,7,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","filing-fetch is a thin orchestrator (see company-wiki
`docs/adr/ADR-010-fcap-contract-ownership.md` and the machine-readable single
source at `revenue-forecast/compatibility/contract_registry.json`). It owns
**none** of the seven data-lake contracts and must not grow a second strategy
source."
FFH-0324,references/contract-ownership.md,11,11,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",- Validate a `FilingRequest`.
FFH-0325,references/contract-ownership.md,12,12,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",- Call company-wiki `identify` / `resolve` / `ensure` / `close-gap`.
FFH-0326,references/contract-ownership.md,13,14,historical_requirement_or_finding,insufficient_evidence,精确模式flag授权与latest强授权不一致；AcquisitionTrace未总被保留，gap/异常下载计数有缺口，unchanged亦存在N-1规范化例外。,scripts/fetch_filing.py:main/_close_gap_and_return_handle/_record_download_events; company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面),"- Forward a download authorization to company-wiki only after explicit user
  authorization; filing-fetch never decides whether a root is safe."
FFH-0327,references/contract-ownership.md,15,16,historical_requirement_or_finding,insufficient_evidence,精确模式flag授权与latest强授权不一致；AcquisitionTrace未总被保留，gap/异常下载计数有缺口，unchanged亦存在N-1规范化例外。,scripts/fetch_filing.py:main/_close_gap_and_return_handle/_record_download_events; company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面),"- Deeply validate and forward `ResolutionEnvelope`, `SourceHandle`,
  `SourceBundle`, and `AcquisitionTrace` unchanged."
FFH-0328,references/contract-ownership.md,20,22,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Declare ownership of, or a second version of, any of: `RootPolicySnapshot`,
  `NormalizedFilingMetadata`, `ResolutionEnvelope`, `AcquisitionTrace`,
  `SourceBundle`, `ArtifactHandle`, `ActivationSnapshot`."
FFH-0329,references/contract-ownership.md,23,25,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Keep an independent `allowed_handle_roots` / root allowlist security policy.
  Verify the company-wiki policy snapshot hash and canonical-path containment
  instead (FC-501/FC-1202)."
FFH-0330,references/contract-ownership.md,26,26,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Re-implement identity, latest/gap, artifact, or admission logic."
FFH-0331,references/contract-ownership.md,27,27,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",- Copy provider / root / identity rules out of company-wiki.
FFH-0332,references/contract-ownership.md,31,31,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",- `RootPolicySnapshot` 2.0: verify snapshot hash only.
FFH-0333,references/contract-ownership.md,32,34,historical_requirement_or_finding,supported_scoped,薄消费层及policy/hash/兼容边界有对应代码；不将约束性设计话语当完整上游验收。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- `ResolutionEnvelope` 1.0 / `SourceBundle` 1.0: when the upstream company-wiki
  has no bundle, surface `bundle_status=unavailable` explicitly — never
  synthesize a green response (FC-903)."
FFH-0334,references/contract-ownership.md,35,36,historical_requirement_or_finding,insufficient_evidence,精确模式flag授权与latest强授权不一致；AcquisitionTrace未总被保留，gap/异常下载计数有缺口，unchanged亦存在N-1规范化例外。,scripts/fetch_filing.py:main/_close_gap_and_return_handle/_record_download_events; company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面),"- `AcquisitionTrace` 1.0: report download/provider counts from the trace, never
  inferred from handle presence."
FFH-0335,references/contract-ownership.md,38,39,historical_requirement_or_finding,historical_only,这是历史变更流程要求；本轮未全面审每个FC的registry登记，由root跨仓账本核对。,revenue-forecast/compatibility/contract_registry.json,"Any change to the consumed contract versions requires a new FC with an N-1
window declared in `contract_registry.json`."
FFH-0336,references/identity.md,3,4,historical_requirement_or_finding,insufficient_evidence,双class/跨market完整实测未在本轮重跑；仅当前identity解析mock与上一轮紫金601899正例，不能扩展到所有列举ticker。,"tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip); revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json","How to write `company_query` for issuers with multiple tickers or multiple
listings, and how to read the diagnostics when resolution misses."
FFH-0337,references/identity.md,8,11,historical_requirement_or_finding,insufficient_evidence,双class/跨market完整实测未在本轮重跑；仅当前identity解析mock与上一轮紫金601899正例，不能扩展到所有列举ticker。,"tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip); revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json","- **Dual-class tickers** (same issuer, same market — GOOGL/GOOG/GOOGM/GOOGN →
  ""Alphabet Inc.""): use any one ticker as `company_query`. company-wiki anchors
  the ticker to the issuer's canonical name (Phase 18.1), so a request by one
  class reuses the document filed under the issuer name or another class."
FFH-0338,references/identity.md,12,15,historical_requirement_or_finding,insufficient_evidence,双class/跨market完整实测未在本轮重跑；仅当前identity解析mock与上一轮紫金601899正例，不能扩展到所有列举ticker。,"tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip); revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json","- **Multi-listed issuers** (same issuer, different markets — 601899/02899 CN/HK,
  9988/BABA HK/US): always add a `market` hint to select the primary market.
  The identity layer shares, but the document layer still filters by `market`
  strictly — a CN request only matches CN documents, never cross-shares."
FFH-0339,references/identity.md,16,20,historical_requirement_or_finding,supported_scoped,ambiguous candidates/hint与debug_trace透传代码和测试存在；trace质量仍受上游提供内容限制。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **Ambiguous identity**: when `identify` returns multiple candidates, the
  response carries `candidates[]` (ticker / canonical_name / market / exchange)
  and a `hint` (Phase 19.2). Pick the main ticker or add `market`/`exchange`,
  then re-run. A request without a `market` hint may legitimately resolve
  AMBIGUOUS across listings — disambiguate with the hint."
FFH-0340,references/identity.md,21,22,historical_requirement_or_finding,supported_scoped,ambiguous candidates/hint与debug_trace透传代码和测试存在；trace质量仍受上游提供内容限制。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Do not hand-guess identities: an unresolved query fails closed rather than
  auto-picking a candidate."
FFH-0341,references/identity.md,26,27,historical_requirement_or_finding,supported_scoped,ambiguous candidates/hint与debug_trace透传代码和测试存在；trace质量仍受上游提供内容限制。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","Add `--debug` (Phase 19.6): the error response then includes `debug_trace`, the
per-candidate exclusion reasons from company-wiki's resolve step:"
FFH-0342,references/identity.md,29,32,historical_requirement_or_finding,not_applicable,示例trace非历史执行证据；只核语法含义。,原文代码块,"```
entity_gate_rejected: 12
Alphabet 2025 Annual Report: identity_conflict_market_or_security_id
```"
FFH-0343,references/identity.md,34,38,checked_complete_or_pass_claim,supported_scoped,ambiguous candidates/hint与debug_trace透传代码和测试存在；trace质量仍受上游提供内容限制。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","The trace names each candidate that passed the entity gate and the step that
excluded it (`identity_conflict_market_or_security_id`, `fiscal_year_mismatch`,
`form_type_mismatch`, `published_after_as_of_date`, `capture_incomplete`, …).
Use it to decide whether the request needs a market hint, a specific ticker, a
fiscal-year filter, or whether the document genuinely is not in the catalog."
FFH-0344,assurance/fc/FC-903/03_change_contract.md,3,4,checked_complete_or_pass_claim,historical_only,旧base triplet/dependency声明只绑定2026-08版本；当前变更另论。,assurance/fc/FC-903/11_implementer_receipt.json,"> Owner: filing-fetch · Base triplet: revenue `1c5f127` / filing `81d9cd9` / wiki `fd4f50b`
> Dependencies: FC-902 (accepted) · Scenario: bundle forwarding N/N-1, no artifact-validity re-decision"
FFH-0345,assurance/fc/FC-903/03_change_contract.md,8,9,historical_requirement_or_finding,supported_scoped,N/N-1规范化、shape校验、不重判artifact及生产调用当前仍成立；9个focused测试本轮重跑通过。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","`validate_resolution_envelope` (filing-fetch consumer side) accepts BOTH
envelope generations and forwards the result:"
FFH-0346,assurance/fc/FC-903/03_change_contract.md,11,14,historical_requirement_or_finding,supported_scoped,N/N-1规范化、shape校验、不重判artifact及生产调用当前仍成立；9个focused测试本轮重跑通过。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **N** (FC-902 company-wiki): envelope with `bundle_status` ∈
  {available, unavailable}; `available` requires a SHA-256 `bundle_hash` AND a
  bundle dict whose `bundle_hash` matches AND `schema_version == ""1.0""` —
  fail closed on fabricated evidence."
FFH-0347,assurance/fc/FC-903/03_change_contract.md,15,17,checked_complete_or_pass_claim,supported_scoped,N/N-1规范化、shape校验、不重判artifact及生产调用当前仍成立；9个focused测试本轮重跑通过。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **N-1** (pre-FC-902 company-wiki): envelope WITHOUT `bundle_status` is
  accepted and normalized to the explicit honest `bundle_status=""unavailable""`
  — never a faked empty-green `available`. The caller's dict is not mutated."
FFH-0348,assurance/fc/FC-903/03_change_contract.md,19,20,historical_requirement_or_finding,supported_scoped,N/N-1规范化、shape校验、不重判artifact及生产调用当前仍成立；9个focused测试本轮重跑通过。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","The function now RETURNS the (possibly normalized) envelope; the handle
builder forwards the returned dict verbatim."
FFH-0349,assurance/fc/FC-903/03_change_contract.md,24,25,historical_requirement_or_finding,supported_scoped,N/N-1规范化、shape校验、不重判artifact及生产调用当前仍成立；9个focused测试本轮重跑通过。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Artifact validity is NOT re-decided: the bundle's valid/invalid handles are
  forwarded verbatim (shape contract only)."
